,university,career,full_name,gender,postal_code,location,email,birth_date
228,universidad nacional de jujuy,licenciatura en artes,ashley choi,f,,barcena,miranda18@yahoo.com,1931-06-05
229,universidad nacional de jujuy,agronomía,david foley,m,,alvarez,rpeterson@hotmail.com,1958-10-11
230,universidad nacional de jujuy,licenciatura en musicoterapia,julia lee,f,,colonia la negra,stephanie01@hotmail.com,1987-04-04
231,universidad nacional de jujuy,licenciatura en sociología ,travis ryan,m,,caminera lujan,nicholasjackson@yahoo.com,1906-05-21
232,universidad nacional de jujuy,licenciatura en ciencias de la computación,kara lindsey,f,,los antiguos,danawarren@gmail.com,1908-02-24
233,universidad nacional de jujuy,licenciatura en gestión de agroalimentos,andre white,m,,altona,rubiojessica@yahoo.com,1963-07-25
234,universidad nacional de jujuy,ingeniería electrónica,russell lawrence,m,,algarrobo,bpitts@gmail.com,2002-12-28
235,universidad nacional de jujuy,contador público ,philip lozano,m,,la lucila del mar,travisharris@yahoo.com,1911-11-29
236,universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,alyssa santos,f,,campo de villamil,allenroberta@gmail.com,1919-01-12
237,universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,adriana hall,f,,acheral,paula06@yahoo.com,1929-05-03
238,universidad nacional de jujuy,agronomía,dylan williams,m,,planchada banderita,tylerjohn@yahoo.com,1907-10-04
239,universidad nacional de jujuy,ingeniería electrónica,latasha boyd,f,,agrelo,lunalindsay@yahoo.com,1941-10-22
240,_universidad_de_palermo,licenciatura_en_ciencia_política_,alexis_cisneros,f,5381,,vbeasley@yahoo.com,1981-01-03
241,universidad nacional de jujuy,diseño de imagen y sonido,james kim,m,,banda florida,kristopher12@hotmail.com,1931-06-08
242,universidad nacional de jujuy,contador público ,ashley osborne,f,,barrio trocha,amy82@yahoo.com,1964-04-03
243,_universidad_de_palermo,técnico_para_bioterios_,erica_henderson,f,2741,,allenstacy@hotmail.com,1967-03-02
244,universidad nacional de jujuy,agronomía,amanda miller,f,,alpasinche,smithjames@gmail.com,1937-06-07
245,universidad nacional de jujuy,ingeniería mecánica,wesley guerra,m,,ricardone,amartinez@gmail.com,1941-04-25
246,universidad nacional de jujuy,licenciatura en psicología,joshua smith,m,,comodoro py,njackson@gmail.com,1983-11-28
247,universidad nacional de jujuy,licenciatura en ciencias biológicas,michelle haynes,f,,estancias,clairedavis@yahoo.com,1954-10-14
248,_universidad_de_palermo,licenciatura_en_psicología,megan_harrington,f,7101,,maxwell07@hotmail.com,1917-10-06
249,universidad nacional de jujuy,diseño industrial,darrell quinn,m,,vicente lopez,moralesjessica@yahoo.com,1912-07-11
250,universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,tyler anderson,m,,bme bavio gral mansilla,barrysawyer@hotmail.com,1957-07-10
251,universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,david hull,m,,alto verde,agriffith@hotmail.com,1922-05-23
252,universidad nacional de jujuy,diseño de imagen y sonido,amber robertson,f,,juancho,mzhang@yahoo.com,1975-04-16
253,universidad nacional de jujuy,licenciatura en ciencias ambientales,seth erickson,m,,aguaditas,brian55@yahoo.com,1918-12-09
254,universidad nacional de jujuy,agronomía,eric henry,m,,llavallol,qrios@yahoo.com,1905-12-22
255,universidad nacional de jujuy,ingeniería en informática,henry thompson,m,,estacion uspallata,uhanson@yahoo.com,1914-04-18
256,universidad nacional de jujuy,licenciatura en sociología ,stephanie perez,f,,sarandi,carlsonjonathan@hotmail.com,1934-02-19
257,_universidad_de_palermo,diseño_industrial,william_kelley,m,3446,,knelson@yahoo.com,1997-03-21
258,universidad nacional de jujuy,actuario ,robert harrison,m,,2 de mayo,james85@hotmail.com,1907-07-07
259,universidad nacional de jujuy,contador público ,joe cunningham,m,,casimiro gomez,christine91@yahoo.com,2005-03-31
260,universidad nacional de jujuy,licenciatura en ciencias ambientales,tracy roman,f,,7 de abril,woodsrenee@hotmail.com,1963-02-02
261,universidad nacional de jujuy,medicina,brittany watkins,f,,colonia leiva,llindsey@hotmail.com,1995-09-05
262,universidad nacional de jujuy,licenciatura en ciencias biológicas,troy hill,m,,abra,tara05@yahoo.com,1932-02-23
263,universidad nacional de jujuy,licenciatura en ciencia política ,justin lee,m,,bajo de raco,mariagraham@hotmail.com,1914-03-30
264,_universidad_de_palermo,licenciatura_en_ciencias_ambientales,justin_walker,m,9410,,dawn66@gmail.com,1982-04-16
265,universidad nacional de jujuy,bioquímica,matthew pugh,m,,anguil,justin85@hotmail.com,1986-06-22
266,universidad nacional de jujuy,técnico para bioterios ,angel underwood,m,,ramos mejia,rowedana@gmail.com,1976-09-17
267,universidad nacional de jujuy,ingeniería mecánica,natalie manning,f,,longchamps,jaysullivan@hotmail.com,1920-05-15
268,universidad nacional de jujuy,licenciatura en sociología ,shawn elliott,m,,cuartel v,rcalderon@hotmail.com,1975-09-17
269,universidad nacional de jujuy,licenciatura en ciencias geológicas,cindy anderson,f,,17 de agosto,rebecca15@yahoo.com,1932-05-21
270,_universidad_de_palermo,licenciatura_en_planificación_y_diseño_del_paisaje,angel_walls,m,6616,,fcooper@yahoo.com,1914-05-28
271,universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,carmen navarro,f,,ingeniero beaugey,elizabethwilliamson@gmail.com,1967-10-03
272,universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,pamela moore,f,,la dorita,rhenderson@yahoo.com,1931-08-28
273,universidad nacional de jujuy,licenciatura en ciencias de la computación,tyler lawrence,m,,cañada la negra,michael94@gmail.com,1965-10-22
274,universidad nacional de jujuy,licenciatura en ciencias geológicas,daniel woods,m,,dina huapi,zdean@hotmail.com,1986-04-16
275,universidad nacional de jujuy,licenciatura en ciencia política ,miss tina pratt,f,,acheral,glenn53@gmail.com,1930-01-16
276,universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,mr. richard miller dds,m,,cañadon leon,brandonferguson@yahoo.com,2001-12-25
277,universidad nacional de jujuy,actuario ,richard day,m,,el abanico,nicole36@hotmail.com,1995-04-28
278,universidad nacional de jujuy,licenciatura en producción de bioimagenes,joshua henderson,m,,anecon grande,tryan@hotmail.com,1911-12-18
279,universidad nacional de jujuy,ingeniería mecánica,anna cohen phd,f,,arano,melissaanderson@gmail.com,1970-11-17
280,universidad nacional de jujuy,licenciatura en relaciones del trabajo ,francisco oneal,m,,agua de torre,andersonnancy@hotmail.com,1999-04-12
281,universidad nacional de jujuy,licenciatura en ciencias biológicas,gary newman,m,,asuncion,brownrobert@yahoo.com,1945-04-22
282,universidad nacional de jujuy,licenciatura en ciencias ambientales,chad burke,m,,alarcon,joseph45@yahoo.com,1975-07-23
283,_universidad_de_palermo,licenciatura_en_ciencias_ambientales,brittany_lewis,f,1603,,sara23@gmail.com,1994-02-06
284,_universidad_de_palermo,actuario_,leah_myers,f,8364,,longyvette@hotmail.com,1933-08-23
285,universidad nacional de jujuy,diseño industrial,william wood,m,,el retiro,crystal91@yahoo.com,1919-09-09
286,universidad nacional de jujuy,licenciatura en ciencias biológicas,dr. victor martinez,m,,saladillo norte,cmiller@gmail.com,1955-06-21
287,_universidad_de_palermo,licenciatura_en_sociología_,robert_thompson,m,3586,,kristinanewman@yahoo.com,1918-05-04
288,universidad nacional de jujuy,licenciatura en ciencias de la computación,herbert mcgrath,m,,el dia,wbaker@yahoo.com,1948-05-11
289,universidad nacional de jujuy,farmacia,jessica harrington,f,,doctor domingo harosteguy,sarawilliams@gmail.com,1912-09-23
290,universidad nacional de jujuy,licenciatura en ciencias de la computación,edward baldwin,m,,baigorrita,jamie06@hotmail.com,1996-11-09
291,universidad nacional de jujuy,licenciatura en ciencia política ,sandra miles,f,,bernasconi,dfrazier@gmail.com,1913-03-21
292,universidad nacional de jujuy,licenciatura en terapia ocupacional,dylan moss,m,,28 de noviembre,natalieedwards@hotmail.com,1986-07-08
293,universidad nacional de jujuy,diseño industrial,belinda smith,f,,alto de la leña,qwright@hotmail.com,1978-06-10
294,_universidad_de_palermo,bioquímica,alexandra_hall,f,6062,,butleralyssa@yahoo.com,1940-02-26
295,universidad nacional de jujuy,ciencias veterinarias,william rhodes,m,,colonia delfino,ghughes@hotmail.com,1908-01-19
296,_universidad_de_palermo,licenciatura_en_ciencias_antropológicas,natalie_morris,f,4195,,millerkara@gmail.com,2005-12-01
297,universidad nacional de jujuy,arquitectura,amanda vaughan,f,,arroyo pescado,christyalvarado@gmail.com,1968-08-08
298,universidad nacional de jujuy,diseño industrial,elizabeth hickman,f,,la lucila del mar,rachelyang@gmail.com,1913-10-27
299,universidad nacional de jujuy,técnico para bioterios ,joseph cabrera,m,,aristia,qnavarro@hotmail.com,1942-01-26
300,universidad nacional de jujuy,contador público ,brenda fernandez,f,,algarrobitos 1ro,ujones@gmail.com,1927-07-22
301,universidad nacional de jujuy,licenciatura en ciencias ambientales,terry ochoa,m,,arroyo grande,mariaturner@yahoo.com,1998-04-06
302,_universidad_de_palermo,licenciatura_en_gestión_de_agroalimentos,jessica_lawrence,f,9050,,peter21@gmail.com,1933-08-29
303,universidad nacional de jujuy,ingeniería en informática,joseph williams,m,,cabure,christopher80@gmail.com,1996-02-25
304,universidad nacional de jujuy,licenciatura en relaciones del trabajo ,stacy torres,f,,guamini,cameron53@yahoo.com,1968-06-04
305,universidad nacional de jujuy,farmacia,amber solomon,f,,abra de hinojo,obrown@yahoo.com,1950-09-22
306,universidad nacional de jujuy,licenciatura en psicología,jared johnson,m,,9 de julio kilometro 20,donaldsoto@yahoo.com,1913-04-03
307,universidad nacional de jujuy,licenciatura en artes,alicia hernandez,f,,cañadon caliente,vegaraymond@hotmail.com,1948-12-05
308,universidad nacional de jujuy,ingeniería mecánica,rachel yoder,f,,9 de julio,richardkerr@yahoo.com,1919-02-24
309,universidad nacional de jujuy,licenciatura en ciencias geológicas,donna daniels md,f,,campo de los andes,lopezjenna@hotmail.com,1927-08-29
310,universidad nacional de jujuy,técnico para bioterios ,laura sanchez,f,,peyrano,patricia20@yahoo.com,1996-08-26
311,_universidad_de_palermo,licenciatura_en_ciencias_de_la_computación,steven_holder,m,8328,,gscott@gmail.com,1961-09-20
312,universidad nacional de jujuy,licenciatura en ciencias de la computación,frank smith,m,,villa ballester,nunezbrandon@hotmail.com,1999-04-30
313,universidad nacional de jujuy,licenciatura en ciencias biológicas,david morgan,m,,almacen el descanso,twalls@gmail.com,1915-03-04
314,universidad nacional de jujuy,medicina,christopher cooper,m,,carapachay,jerryramsey@yahoo.com,1952-01-12
315,universidad nacional de jujuy,licenciatura en musicoterapia,benjamin french,m,,camaron chico,cruzrobert@yahoo.com,1906-08-08
316,universidad nacional de jujuy,licenciatura en gestión de agroalimentos,jennifer mitchell,f,,el espinillo,igreene@gmail.com,1970-02-27
317,_universidad_de_palermo,licenciatura_en_ciencias_de_la_educación_,scott_spencer,m,2905,,qlewis@yahoo.com,1942-06-20
318,universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,allen johnston,m,,carlos salas,timothyshelton@gmail.com,2001-09-23
319,universidad nacional de jujuy,licenciatura en psicología,karla campbell,f,,abdon castro tolay,eric96@gmail.com,1940-07-07
320,universidad nacional de jujuy,licenciatura en ciencias ambientales,amy pittman,f,,bocas,lewisannette@gmail.com,1938-01-12
321,universidad nacional de jujuy,medicina,steven gordon,m,,los laureles,kristen50@gmail.com,1983-02-08
322,universidad nacional de jujuy,técnico para bioterios ,suzanne chandler,f,,las palmas,nicholascrosby@gmail.com,1907-12-02
323,universidad nacional de jujuy,licenciatura en ciencias de la computación,robert mejia,m,,punta de los llanos,jared21@yahoo.com,1949-06-27
324,universidad nacional de jujuy,licenciatura en ciencias antropológicas,thomas mendoza,m,,guillermo e hudson,barajaskevin@gmail.com,1967-08-10
325,universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,jamie peters,f,,empalme san carlos,qjackson@hotmail.com,1924-11-20
326,universidad nacional de jujuy,licenciatura en terapia ocupacional,melissa johnston,f,,antelo,mhester@gmail.com,1924-03-19
327,universidad nacional de jujuy,agronomía,stephen brooks,m,,estancia las isletas,colinsmith@yahoo.com,1951-01-16
328,universidad nacional de jujuy,licenciatura en ciencias ambientales,robert goodwin,m,,agua de la mula,bradleywhitehead@yahoo.com,1952-07-22
329,universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,joshua diaz,m,,colonia cunci,jonesmegan@hotmail.com,1997-12-18
330,universidad nacional de jujuy,licenciatura en ciencias antropológicas,debbie rose,f,,el porvenir,dsellers@hotmail.com,1997-10-13
331,universidad nacional de jujuy,agronomía,lisa smith,f,,cañada,batesheidi@gmail.com,1961-10-10
332,universidad nacional de jujuy,ingeniería en informática,melissa allen,f,,campo aristimuño,benjaminsanchez@yahoo.com,1934-03-12
333,_universidad_de_palermo,ingeniería_electrónica,rachel_bray,f,2347,,christophersalazar@yahoo.com,1928-08-27
334,universidad nacional de jujuy,licenciatura en producción de bioimagenes,lauren gardner,f,,el abanico,fhernandez@yahoo.com,1950-04-29
335,universidad nacional de jujuy,actuario ,tom terry,m,,blas durañona,scotttaylor@hotmail.com,1984-09-25
336,universidad nacional de jujuy,licenciatura en ciencias de la educación ,derek parks,m,,san geronimo,jasminecrawford@gmail.com,1954-12-19
337,_universidad_de_palermo,ingeniería_mecánica,dustin_holmes,m,6220,,pricejames@hotmail.com,1983-06-07
338,universidad nacional de jujuy,diseño de imagen y sonido,miss theresa clay,f,,banda varela,lynntimothy@yahoo.com,1913-03-04
339,universidad nacional de jujuy,farmacia,jeffrey wilson,m,,arano,owensdouglas@hotmail.com,1954-06-19
340,universidad nacional de jujuy,bioquímica,denise acevedo,f,,general conesa,padillalisa@gmail.com,1940-10-12
341,universidad nacional de jujuy,licenciatura en sociología ,elaine bennett,f,,guillermo e hudson,brittany00@yahoo.com,1970-08-29
342,universidad nacional de jujuy,actuario ,jeffrey armstrong,m,,cutral co,nixonashley@gmail.com,1913-01-02
343,universidad nacional de jujuy,licenciatura en ciencias de la computación,tyler clark,m,,alto los cardales,ghill@yahoo.com,1986-08-20
344,universidad nacional de jujuy,licenciatura en relaciones del trabajo ,lisa johnson,f,,arroyo grande,thomas38@yahoo.com,2000-03-05
345,universidad nacional de jujuy,ingeniería en informática,kayla hudson,f,,isla victoria,martinezjames@yahoo.com,1917-07-13
346,universidad nacional de jujuy,licenciatura en ciencia política ,samantha hudson,f,,comandante leal,benjamin66@hotmail.com,1986-08-21
347,universidad nacional de jujuy,contador público ,anthony cook,m,,barrio villa saladillo,deannacole@hotmail.com,1952-04-28
348,_universidad_de_palermo,licenciatura_en_musicoterapia,monica_fleming,f,3500,,jerry42@hotmail.com,1947-11-04
349,universidad nacional de jujuy,ciencias veterinarias,robert smith,m,,bonifacio,grussell@hotmail.com,1933-05-02
350,universidad nacional de jujuy,farmacia,william noble,m,,el talar,amandaschwartz@yahoo.com,1970-07-30
351,universidad nacional de jujuy,técnico para bioterios ,daniel hicks,m,,campo del norte americano,curtissmith@yahoo.com,1920-06-04
352,_universidad_de_palermo,licenciatura_en_ciencia_y_tecnología_de_alimentos,richard_scott,m,3409,,brianarmstrong@gmail.com,1918-12-03
353,universidad nacional de jujuy,licenciatura en terapia ocupacional,patrick cook,m,,12 de octubre,moneal@hotmail.com,2000-10-06
354,_universidad_de_palermo,ciencias_veterinarias,felicia_king,f,2342,,grahamterri@gmail.com,1908-11-22
355,universidad nacional de jujuy,licenciatura en ciencias biológicas,david alvarado,m,,arroyo seco,jmccarthy@hotmail.com,1916-07-04
356,universidad nacional de jujuy,licenciatura en ciencias de la computación,jill green,f,,alfaland,ojohnson@hotmail.com,1959-06-20
357,universidad nacional de jujuy,farmacia,james haynes,m,,quilmes,dlove@hotmail.com,1989-12-14
358,universidad nacional de jujuy,licenciatura en ciencias ambientales,jennifer wilson,f,,haras san jacinto,brianbrown@hotmail.com,1917-05-03
359,_universidad_de_palermo,licenciatura_en_sociología_,brian_sanchez,m,3127,,duranrobin@gmail.com,2004-09-17
360,universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,dawn spencer,f,,aaron castellanos,charleshatfield@hotmail.com,1981-04-21
361,universidad nacional de jujuy,diseño industrial,matthew gross,m,,campo la plata,sean10@yahoo.com,1961-07-26
362,universidad nacional de jujuy,farmacia,caitlin ferguson,f,,cacique ariacaiquin,brownlaura@hotmail.com,1936-01-22
