,university,career,full_name,gender,date_of_birth,postal_code,location,email
149,UNIV. NACIONAL DEL COMAHUE,INGENIERÍA EN INFORMÁTICA,JEREMY FERNANDEZ,M,1990-08-28,3260,null,PATTONDEBRA@YAHOO.COM
150,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN CIENCIA POLÍTICA ,THERESA GONZALES,F,1963-03-25,8208,null,PALMERLORI@GMAIL.COM
151,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN PSICOLOGÍA,DENISE GUZMAN MD,F,1926-08-19,2713,null,ANDREWSSAMUEL@YAHOO.COM
152,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_CIENCIA_POLÍTICA_,ROBERT_BOOKER,M,1953-03-17,null,EL_LENGUARAZ,JAMES26@HOTMAIL.COM
153,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN ADMINISTRACIÓN ,CHRISTINE WATSON,F,1932-10-11,3117,null,CHARLESTRAN@YAHOO.COM
154,UNIVERSIDAD_DEL_SALVADOR,MEDICINA,PATRICK_WILLIAMS,M,1962-04-17,null,CENTRO_AGRICOLA_EL_PATO,JOHNSONDONNA@GMAIL.COM
155,UNIVERSIDAD_DEL_SALVADOR,DISEÑO_DE_IMAGEN_Y_SONIDO,COURTNEY_CASTRO,F,1966-03-17,null,FLORENTINO_AMEGHINO,ANGELA75@YAHOO.COM
156,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN CIENCIAS ANTROPOLÓGICAS,MS. HEATHER MARTINEZ,F,2014-06-30,8336,null,BGARCIA@GMAIL.COM
157,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN ADMINISTRACIÓN ,CHRISTOPHER BELL,M,2008-02-07,1757,null,EGALLEGOS@YAHOO.COM
158,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN CIENCIAS AMBIENTALES,DONALD WRIGHT,M,1961-06-20,9305,null,ANGELA77@HOTMAIL.COM
159,UNIV. NACIONAL DEL COMAHUE,BIOQUÍMICA,BRANDON JONES,M,2018-08-27,2845,null,MJACKSON@GMAIL.COM
160,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN CIENCIAS DE LA COMPUTACIÓN,MARIO ROSALES,M,2010-04-17,8424,null,XCARROLL@YAHOO.COM
161,UNIV. NACIONAL DEL COMAHUE,DISEÑO DE IMAGEN Y SONIDO,DAVID GOLDEN,M,1941-11-04,1804,null,LFOSTER@YAHOO.COM
162,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN ARTES,STEVEN HARPER,M,1912-05-19,6075,null,JENNIFER14@HOTMAIL.COM
163,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN TERAPIA OCUPACIONAL,TODD BROWN,M,2007-07-24,3287,null,MARTINJAMES@HOTMAIL.COM
164,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN ADMINISTRACIÓN ,BRIAN ARMSTRONG,M,1920-10-27,2218,null,GMILLER@GMAIL.COM
165,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN CIENCIAS AMBIENTALES,AUTUMN BLACK,F,2013-02-18,6476,null,HJONES@YAHOO.COM
166,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_KINESIOLOGÍA_Y_FISIATRÍA,NANCY_DIAZ,F,1945-07-06,null,BOEUF,STANLEY99@GMAIL.COM
167,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN PSICOLOGÍA,MICHAEL ARELLANO,M,1961-07-28,3309,null,REIDKAYLA@HOTMAIL.COM
168,UNIV. NACIONAL DEL COMAHUE,CONTADOR PÚBLICO ,MARY WALLACE,F,1992-09-26,3401,null,COXMARY@HOTMAIL.COM
169,UNIV. NACIONAL DEL COMAHUE,DISEÑO DE IMAGEN Y SONIDO,DAVID MORALES,M,1943-07-31,2846,null,FROBINSON@GMAIL.COM
170,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_SOCIOLOGÍA_,SARA_CARR,F,1966-11-25,null,ARANGUREN,CHRISSMITH@YAHOO.COM
171,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN ADMINISTRACIÓN ,NICHOLAS MAYNARD,M,1938-02-05,3734,null,DDAVIS@HOTMAIL.COM
172,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN PLANIFICACIÓN Y DISEÑO DEL PAISAJE,JOY BRYANT,F,1975-12-13,9009,null,CONNOR86@GMAIL.COM
173,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN GESTIÓN DE AGROALIMENTOS,WILLIAM TAYLOR,M,1915-06-20,2449,null,HOLLY49@GMAIL.COM
174,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_PRODUCCIÓN_DE_BIOIMAGENES,CYNTHIA_NICHOLS,F,1918-01-06,null,CORRENTOSO,CERICKSON@HOTMAIL.COM
175,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN PLANIFICACIÓN Y DISEÑO DEL PAISAJE,VICKIE DAVIS,F,1917-10-15,6438,null,HARTJULIE@GMAIL.COM
176,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN RELACIONES DEL TRABAJO ,BRIAN STEVENS,M,2006-03-05,5547,null,MICHAEL62@GMAIL.COM
177,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN SOCIOLOGÍA ,DANA MCGEE,F,2016-04-12,6511,null,NATHAN61@HOTMAIL.COM
178,UNIVERSIDAD_DEL_SALVADOR,DISEÑO_DE_IMAGEN_Y_SONIDO,TIMOTHY_WILLIAMS,M,1950-05-25,null,DE_BRUYN,CHALL@YAHOO.COM
179,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN GESTIÓN DE AGROALIMENTOS,DARREN HOLMES,M,1942-06-14,3076,null,JHALL@YAHOO.COM
180,UNIV. NACIONAL DEL COMAHUE,DISEÑO DE IMAGEN Y SONIDO,JOE DAVIS,M,1940-06-04,5553,null,SUSAN59@HOTMAIL.COM
181,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN CIENCIAS ANTROPOLÓGICAS,JENNIFER MCLEAN,F,2018-11-21,1702,null,MARKANDERSON@YAHOO.COM
182,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_CIENCIAS_ANTROPOLÓGICAS,KEVIN_CARPENTER,M,1936-02-25,null,AGUA_DE_CASTILLA,LOPEZCATHERINE@GMAIL.COM
183,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN CIENCIAS AMBIENTALES,SOPHIA HART,F,1998-11-18,2187,null,LOUISGREER@HOTMAIL.COM
184,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN RELACIONES DEL TRABAJO ,REBECCA HENDERSON,F,1931-07-05,1644,null,FMASON@GMAIL.COM
185,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN GESTIÓN DE AGROALIMENTOS,DANIELLE THORNTON,F,1959-05-01,6439,null,NKING@HOTMAIL.COM
186,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN ,SARAH TRAN,F,1966-02-28,8122,null,PETERMCLAUGHLIN@YAHOO.COM
187,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN CIENCIAS AMBIENTALES,RICHARD RODGERS,M,1928-03-10,8504,null,BLAKE44@GMAIL.COM
188,UNIV. NACIONAL DEL COMAHUE,INGENIERÍA ELECTRÓNICA,PATRICK PEREZ,M,1981-07-23,3138,null,IMOORE@YAHOO.COM
189,UNIV. NACIONAL DEL COMAHUE,INGENIERÍA EN INFORMÁTICA,RICHARD BROWN,M,1971-04-03,1601,null,CHELSEY16@HOTMAIL.COM
190,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN SOCIOLOGÍA ,JOSHUA CARTER,M,1965-11-08,5711,null,HGREER@YAHOO.COM
191,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN CIENCIA Y TECNOLOGÍA DE ALIMENTOS,JOHN JOHNSON,M,1915-04-05,7265,null,HOWEHEATHER@HOTMAIL.COM
192,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN CIENCIAS BIOLÓGICAS,MICHAEL THOMPSON,M,1992-02-22,2824,null,KIMBERLY13@GMAIL.COM
193,UNIV. NACIONAL DEL COMAHUE,INGENIERÍA EN INFORMÁTICA,SARAH STANLEY,F,1961-07-29,6221,null,MEDINABILLY@YAHOO.COM
194,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN CIENCIAS AMBIENTALES,CARRIE JOHNSON,F,1956-11-30,6305,null,NMCLEAN@HOTMAIL.COM
195,UNIV. NACIONAL DEL COMAHUE,MEDICINA,GILBERT SMITH,M,1921-01-29,2705,null,ERIC84@HOTMAIL.COM
196,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN PSICOLOGÍA,MONICA WILSON,F,1941-12-27,5757,null,CLIFFORD69@YAHOO.COM
197,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN RELACIONES DEL TRABAJO ,MISS CARRIE WILLIAMS,F,2015-12-16,4622,null,ASANCHEZ@GMAIL.COM
198,UNIVERSIDAD_DEL_SALVADOR,MEDICINA,ETHAN_PERRY,M,1949-03-17,null,ISLA_TIGRE,DIANARUSSELL@YAHOO.COM
199,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_CIENCIA_Y_TECNOLOGÍA_DE_ALIMENTOS,JOSHUA_RICHARDS,M,1952-05-25,null,ARROYO_SALADO,OSHERMAN@GMAIL.COM
200,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_PLANIFICACIÓN_Y_DISEÑO_DEL_PAISAJE,CHELSEY_DURHAM,F,1983-04-10,null,COLONIA_ALBERDI,ROBLESTHOMAS@GMAIL.COM
201,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_ARTES,CRYSTAL_BENNETT,F,1972-10-06,null,ALMIRANTE_IRIZAR,MOLLYPORTER@HOTMAIL.COM
202,UNIV. NACIONAL DEL COMAHUE,INGENIERÍA EN INFORMÁTICA,RICHARD TYLER,M,1931-11-02,4512,null,SHANE42@GMAIL.COM
203,UNIV. NACIONAL DEL COMAHUE,BIOQUÍMICA,KELLY BAUER,F,2007-07-17,3265,null,CCOLEMAN@HOTMAIL.COM
204,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN CIENCIA POLÍTICA ,SCOTT BAILEY,M,1997-01-03,9101,null,LARRY54@GMAIL.COM
205,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN CIENCIA Y TECNOLOGÍA DE ALIMENTOS,ALLEN RAMIREZ,M,1946-04-04,4168,null,SULLIVANRYAN@GMAIL.COM
206,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN CIENCIAS ANTROPOLÓGICAS,KYLE SAUNDERS DDS,M,2006-02-15,9405,null,GLORIAWILSON@HOTMAIL.COM
207,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_TERAPIA_OCUPACIONAL,MICHAEL_COLE,M,1914-06-10,null,ARROYO_CORTO,THOMPSONJAMES@HOTMAIL.COM
208,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN ,MICHELLE SHELTON,F,1906-05-14,3427,null,BREWERAMBER@GMAIL.COM
209,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN CIENCIA Y TECNOLOGÍA DE ALIMENTOS,LINDA BRADLEY,F,1956-07-07,3400,null,KATHLEENMILLER@HOTMAIL.COM
210,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN CIENCIAS AMBIENTALES,SABRINA ROBERTSON,F,1981-01-16,6348,null,FRANKLINMARK@GMAIL.COM
211,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN ADMINISTRACIÓN ,MRS. REGINA REID,F,1930-09-25,5345,null,PERRYNOAH@YAHOO.COM
212,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN CIENCIAS BIOLÓGICAS,MICHAEL MORALES,M,2004-07-19,2763,null,MCFARLANDJOHNNY@YAHOO.COM
213,UNIV. NACIONAL DEL COMAHUE,ACTUARIO ,AMBER EDWARDS,F,1922-04-29,2315,null,DUNNWILLIAM@GMAIL.COM
214,UNIVERSIDAD_DEL_SALVADOR,ARQUITECTURA,MALLORY_VILLARREAL,F,1981-01-26,null,AGUARA_CUA,PORTERDAVE@YAHOO.COM
215,UNIVERSIDAD_DEL_SALVADOR,CONTADOR_PÚBLICO_,PAUL_CANNON,M,1926-01-15,null,ERNESTINA,CODYDECKER@GMAIL.COM
216,UNIV. NACIONAL DEL COMAHUE,FARMACIA,SHAWN THOMAS,M,1988-09-01,5317,null,WILLIAM73@HOTMAIL.COM
217,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN MUSICOTERAPIA,ADAM CALDWELL,M,1923-02-02,6660,null,MOOREDAVID@HOTMAIL.COM
218,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_GESTIÓN_DE_AGROALIMENTOS,DR._TIMOTHY_RIVERA,M,1912-03-10,null,BONIFACIO,CODY30@GMAIL.COM
219,UNIVERSIDAD_DEL_SALVADOR,ARQUITECTURA,DAVID_MERCADO,M,1925-07-08,null,CACHIYUYAL,BRANDY46@GMAIL.COM
220,UNIV. NACIONAL DEL COMAHUE,MEDICINA,MICHELE GILBERT,F,1946-09-12,2635,null,VLOGAN@HOTMAIL.COM
221,UNIV. NACIONAL DEL COMAHUE,FARMACIA,SHANE TAYLOR,M,1909-09-16,3509,null,HENDERSONAMBER@HOTMAIL.COM
222,UNIV. NACIONAL DEL COMAHUE,CIENCIAS VETERINARIAS,JOEL DORSEY,M,1933-04-19,5595,null,CHRISTOPHER37@GMAIL.COM
223,UNIVERSIDAD_DEL_SALVADOR,DISEÑO_DE_IMAGEN_Y_SONIDO,ALYSSA_MORALES,F,1909-12-15,null,LA_BLANQUEADA,ZCOCHRAN@YAHOO.COM
224,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN ,JOSEPH WILSON,M,1975-06-10,3261,null,VMOORE@YAHOO.COM
225,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN CIENCIA POLÍTICA ,JOSEPH HARRIS,M,2005-02-05,7519,null,BRITTNEY42@YAHOO.COM
226,UNIV. NACIONAL DEL COMAHUE,CONTADOR PÚBLICO ,FELICIA SMITH,F,1969-09-20,2707,null,ROBINSONCAITLIN@YAHOO.COM
227,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_CIENCIA_POLÍTICA_,ROBERTA_PETERSON,F,1991-07-18,null,ADELA,PRICEELIZABETH@GMAIL.COM
228,UNIV. NACIONAL DEL COMAHUE,DISEÑO DE IMAGEN Y SONIDO,PHILLIP SMITH,M,1951-07-26,1778,null,KJONES@YAHOO.COM
229,UNIV. NACIONAL DEL COMAHUE,MEDICINA,ZACHARY JORDAN,M,1958-05-16,1742,null,JACQUELINE73@HOTMAIL.COM
230,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_PSICOLOGÍA,ERICA_NELSON,F,1942-02-03,null,ALPACHIRI,ANTHONY24@YAHOO.COM
231,UNIVERSIDAD_DEL_SALVADOR,CIENCIAS_VETERINARIAS,JOSHUA_FRIEDMAN,M,1969-01-11,null,JOSE_CLEMENTE_PAZ,VSMITH@HOTMAIL.COM
232,UNIV. NACIONAL DEL COMAHUE,CONTADOR PÚBLICO ,CHRISTOPHER MORRIS,M,1990-09-18,6343,null,QGONZALEZ@YAHOO.COM
233,UNIV. NACIONAL DEL COMAHUE,FARMACIA,ZACHARY JACKSON,M,1994-11-25,6455,null,RODRIGUEZSCOTT@HOTMAIL.COM
234,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_CIENCIAS_ANTROPOLÓGICAS,ASHLEE_PETERSON,F,1946-02-18,null,OLASCOAGA,BRYANWELLS@GMAIL.COM
235,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_CIENCIAS_BIOLÓGICAS,YVONNE_JOHNSON,F,1932-09-05,null,BENITO_JUAREZ,MCDONALDAARON@GMAIL.COM
236,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_MUSICOTERAPIA,JEFFREY_HAHN,M,1920-01-17,null,ANAHI,PATELMICHAEL@GMAIL.COM
237,UNIV. NACIONAL DEL COMAHUE,AGRONOMÍA,MELISSA HOGAN,F,2020-10-10,4601,null,JESUS78@GMAIL.COM
238,UNIV. NACIONAL DEL COMAHUE,INGENIERÍA EN INFORMÁTICA,ROBERT LONG,M,1994-04-22,6648,null,YGREEN@GMAIL.COM
239,UNIV. NACIONAL DEL COMAHUE,FARMACIA,LISA SAUNDERS,F,1948-04-13,4195,null,YWILLIAMS@HOTMAIL.COM
240,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN ADMINISTRACIÓN ,MICHAEL PALMER,M,1923-06-16,6101,null,THERESAHERNANDEZ@GMAIL.COM
241,UNIV. NACIONAL DEL COMAHUE,DISEÑO INDUSTRIAL,JOHN YU,M,1928-12-22,3380,null,AARON55@YAHOO.COM
242,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN CIENCIA POLÍTICA ,SUZANNE PEARSON,F,1962-07-05,6330,null,KEITH43@YAHOO.COM
243,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN MUSICOTERAPIA,JOANNA ADAMS,F,1938-02-07,4101,null,PEREZJONATHAN@HOTMAIL.COM
244,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_CIENCIAS_AMBIENTALES,ELIZABETH_MADDOX,F,1957-07-31,null,EL_RETIRO,BWILLIAMS@YAHOO.COM
245,UNIV. NACIONAL DEL COMAHUE,INGENIERÍA EN INFORMÁTICA,VALERIE HUGHES,F,1941-06-05,7203,null,SMCDONALD@GMAIL.COM
246,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_PRODUCCIÓN_DE_BIOIMAGENES,IAN_GOODMAN,M,1948-03-20,null,CAPILLA_DEL_SEÑOR,JESSICA98@YAHOO.COM
247,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN RELACIONES DEL TRABAJO ,RACHEL LANE,F,2011-04-13,5423,null,SANDERSBRANDY@GMAIL.COM
248,UNIV. NACIONAL DEL COMAHUE,ARQUITECTURA,PATRICK MURPHY,M,1931-02-13,8307,null,KROBINSON@HOTMAIL.COM
249,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN CIENCIAS ANTROPOLÓGICAS,DOUGLAS THOMAS,M,1993-04-14,5596,null,BRANDY35@HOTMAIL.COM
250,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN CIENCIA Y TECNOLOGÍA DE ALIMENTOS,ERICA POOLE,F,1919-11-20,7313,null,JOHNSONKENNETH@GMAIL.COM
251,UNIV. NACIONAL DEL COMAHUE,BIOQUÍMICA,KIMBERLY MCLEAN,F,1945-04-23,5327,null,ROBINSONDAVID@YAHOO.COM
252,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN GESTIÓN DE AGROALIMENTOS,MICHAEL KIM,M,1934-07-28,3722,null,NSCHROEDER@YAHOO.COM
253,UNIV. NACIONAL DEL COMAHUE,BIOQUÍMICA,JOSEPH STEVENSON,M,1924-06-23,7172,null,ANDREW27@HOTMAIL.COM
254,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN ,MICHAEL FISHER,M,1992-07-18,3000,null,MCLAUGHLINCHERYL@YAHOO.COM
255,UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_MECÁNICA,REGINA_THOMAS,F,1984-11-21,null,VILLA_BALLESTER,ROBIN52@YAHOO.COM
256,UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_ELECTRÓNICA,DAVID_COLLINS,M,2000-07-04,null,BERISSO,PAMELABENJAMIN@GMAIL.COM
257,UNIV. NACIONAL DEL COMAHUE,INGENIERÍA MECÁNICA,SUSAN GARCIA,F,1994-01-02,7150,null,GSCOTT@HOTMAIL.COM
258,UNIV. NACIONAL DEL COMAHUE,DISEÑO INDUSTRIAL,JEROME MANNING,M,2018-11-12,7612,null,BROWNBRIAN@YAHOO.COM
259,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN MUSICOTERAPIA,TIMOTHY COSTA,M,1929-09-23,5384,null,ZHERNANDEZ@YAHOO.COM
260,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN PLANIFICACIÓN Y DISEÑO DEL PAISAJE,MELANIE OCONNOR,F,1931-04-27,3190,null,JUSTINBELL@GMAIL.COM
261,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN TERAPIA OCUPACIONAL,PATRICIA WILSON,F,2005-04-27,3051,null,JOSHUARAMIREZ@YAHOO.COM
262,UNIV. NACIONAL DEL COMAHUE,INGENIERÍA MECÁNICA,MEGAN GARDNER,F,1911-06-28,2933,null,KYLE23@YAHOO.COM
263,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_CIENCIAS_ANTROPOLÓGICAS,CHRISTINA_PARSONS,F,1950-01-22,null,VILLA_ANGELICA,PAMELALAWSON@YAHOO.COM
264,UNIV. NACIONAL DEL COMAHUE,FARMACIA,BELINDA WILLIS,F,1985-03-29,6701,null,GOLDENRYAN@HOTMAIL.COM
265,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN RELACIONES DEL TRABAJO ,AMY MENDOZA,F,1948-03-08,2508,null,CHAMBERSKEVIN@GMAIL.COM
266,UNIV. NACIONAL DEL COMAHUE,ACTUARIO ,JASON HARPER,M,1930-12-25,5460,null,UWRIGHT@GMAIL.COM
267,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_PRODUCCIÓN_DE_BIOIMAGENES,REGINA_HUTCHINSON,F,1960-03-27,null,CASTILLA,SIMPSONMICHELLE@HOTMAIL.COM
268,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN GESTIÓN DE AGROALIMENTOS,DONNA SIMS,F,2005-10-14,3076,null,LINDSEYSAWYER@HOTMAIL.COM
269,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN PSICOLOGÍA,CODY KRAMER,M,1915-11-30,7601,null,WHITEJEFFERY@GMAIL.COM
270,UNIV. NACIONAL DEL COMAHUE,FARMACIA,TIMOTHY SANTIAGO,M,1923-04-08,6472,null,SARA03@YAHOO.COM
271,UNIVERSIDAD_DEL_SALVADOR,FARMACIA,DONALD_HALL,M,1912-12-14,null,ANDALUCIA,PATRICIA33@HOTMAIL.COM
272,UNIV. NACIONAL DEL COMAHUE,DISEÑO DE IMAGEN Y SONIDO,JOSEPH GREGORY,M,1912-12-21,5730,null,BRENDA13@GMAIL.COM
273,UNIVERSIDAD_DEL_SALVADOR,ACTUARIO_,STACEY_DURAN,F,1997-04-11,null,CAMPO_UBAJO,GREENESTEVEN@HOTMAIL.COM
274,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN TERAPIA OCUPACIONAL,MICHAEL PETERSON,M,1914-09-07,3382,null,MYERSJEFF@YAHOO.COM
275,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN GESTIÓN DE AGROALIMENTOS,ASHLEY GORDON,F,1924-12-06,9121,null,TOCONNOR@YAHOO.COM
276,UNIV. NACIONAL DEL COMAHUE,FARMACIA,THOMAS MOORE,M,1964-05-27,8341,null,STEPHANIEBARRON@YAHOO.COM
277,UNIV. NACIONAL DEL COMAHUE,INGENIERÍA MECÁNICA,PATRICK SMITH,M,2007-05-16,3234,null,QNORMAN@YAHOO.COM
278,UNIV. NACIONAL DEL COMAHUE,INGENIERÍA EN INFORMÁTICA,CAROLINE THOMPSON,F,1915-09-08,2854,null,SOLISAMY@YAHOO.COM
279,UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_EN_INFORMÁTICA,JOHN_JOHNSON,M,2003-11-08,null,APOSTOLES,XDIAZ@GMAIL.COM
280,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN PLANIFICACIÓN Y DISEÑO DEL PAISAJE,ALLEN PHELPS,M,1913-09-08,3188,null,YHARRIS@HOTMAIL.COM
281,UNIV. NACIONAL DEL COMAHUE,INGENIERÍA MECÁNICA,KEVIN MOLINA,M,1977-06-28,3470,null,RRIGGS@YAHOO.COM
282,UNIV. NACIONAL DEL COMAHUE,AGRONOMÍA,GARY CHRISTENSEN,M,1993-07-22,5505,null,JAMES83@HOTMAIL.COM
283,UNIV. NACIONAL DEL COMAHUE,ARQUITECTURA,TERRI OLSON,F,2009-01-20,3190,null,NATHAN96@GMAIL.COM
284,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN CIENCIA POLÍTICA ,AARON ROY,M,1918-10-13,3200,null,LINDSEY61@HOTMAIL.COM
285,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN MUSICOTERAPIA,CASSANDRA LEE,F,2009-05-11,2905,null,PHILLIPSCARL@YAHOO.COM
286,UNIV. NACIONAL DEL COMAHUE,AGRONOMÍA,ASHLEY MCKINNEY,F,2004-08-20,3338,null,KDANIELS@GMAIL.COM
287,UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_MECÁNICA,MARK_RANDALL,M,1987-09-20,null,CAMPAMENTO_SOL,DEBBIESIMPSON@HOTMAIL.COM
288,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN CIENCIA Y TECNOLOGÍA DE ALIMENTOS,LAUREN MIRANDA,F,1915-07-22,8185,null,RONALD22@HOTMAIL.COM
289,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN MUSICOTERAPIA,ROBERT CAMERON,M,1966-06-11,2156,null,DENISEELLIOTT@GMAIL.COM
290,UNIV. NACIONAL DEL COMAHUE,TÉCNICO PARA BIOTERIOS ,ANTHONY SWEENEY,M,1980-09-01,5722,null,BROOKERICE@HOTMAIL.COM
291,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_CIENCIA_POLÍTICA_,CHARLES_RIVERA,M,1935-03-09,null,COLONIA_ENSANCHE_SAUCE,DAVIDCURRY@HOTMAIL.COM
292,UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_ELECTRÓNICA,GABRIELLE_WOOD,F,1942-05-08,null,ISLA_GRAN_MALVINA,KMORRIS@GMAIL.COM
293,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN PLANIFICACIÓN Y DISEÑO DEL PAISAJE,DAVID FERNANDEZ,M,1962-05-27,1642,null,AUSTIN97@YAHOO.COM
294,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN ,RITA THOMAS DVM,F,2007-05-01,4237,null,JACOBWARREN@YAHOO.COM
295,UNIVERSIDAD_DEL_SALVADOR,AGRONOMÍA,MARY_BAILEY,F,1985-12-30,null,AMERICA_UNIDA,REGINACHURCH@GMAIL.COM
296,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_CIENCIAS_BIOLÓGICAS,ASHLEY_BROWN,F,1984-01-08,null,COLONIA_HANSEN,ROBERTSROBERT@YAHOO.COM
297,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN TERAPIA OCUPACIONAL,JENNY VALDEZ,F,1930-03-02,6701,null,WILEYJACQUELINE@HOTMAIL.COM
298,UNIV. NACIONAL DEL COMAHUE,AGRONOMÍA,MIKE PETERSON,M,1927-02-16,4612,null,JOHN90@HOTMAIL.COM
299,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN CIENCIAS GEOLÓGICAS,SARAH JOHNSON,F,1969-11-30,5592,null,CLARKEALLISON@GMAIL.COM
